Sale Date,Product Category,Region,Sales Amount,Cost of Goods,Profit
2023-02-28,Books,North,667.71,377.42,290.29
2023-09-05,Books,East,999.98,602.19,397.79
2023-05-23,Clothing,West,252.57,121.48,131.09
2023-07-29,Home Goods,South,229.67,107.17,122.5
2023-08-08,Home Goods,West,203.28,154.21,49.07
2023-10-22,Books,East,616.38,256.81,359.57
2023-10-14,Clothing,West,852.42,378.24,474.18
2023-06-04,Food & Beverage,East,810.43,513.93,296.5
2023-05-21,Home Goods,South,533.81,227.22,306.59
2023-12-14,Home Goods,East,848.75,360.87,487.88
2023-02-27,Home Goods,East,137.04,84.41,52.63
2023-06-17,Food & Beverage,North,909.44,395.36,514.08
2023-12-03,Food & Beverage,South,466.1,330.81,135.29
2023-10-05,Books,West,912.15,503.1,409.05
2023-11-25,Food & Beverage,East,228.19,92.44,135.75
2023-12-09,Food & Beverage,North,733.52,550.04,183.48
2023-03-10,Books,South,545.22,351.5,193.72
2023-10-24,Books,East,488.56,271.31,217.25
2023-09-03,Books,West,523.29,262.49,260.8
2023-04-03,Books,East,786.16,360.89,425.27
2023-05-15,Home Goods,North,907.2,575.59,331.61
2023-11-11,Clothing,North,757.74,316.86,440.88
2023-05-29,Food & Beverage,North,482.97,232.19,250.78
2023-02-06,Home Goods,West,953.44,394.5,558.94
2023-07-21,Clothing,North,587.91,429.41,158.5
2023-08-29,Clothing,East,899.18,385.25,513.93
2023-09-25,Books,West,979.0,523.11,455.89
2023-04-23,Clothing,North,499.66,218.17,281.49
2023-04-17,Clothing,South,787.76,323.71,464.05
2023-01-14,Home Goods,West,191.16,117.24,73.92
2023-12-09,Home Goods,North,572.03,264.77,307.26
2023-05-02,Food & Beverage,South,522.88,328.1,194.78
2023-08-24,Home Goods,West,115.47,72.84,42.63
2023-11-26,Books,South,284.94,132.56,152.38
2023-05-27,Books,South,16.96,7.09,9.87
2023-07-11,Food & Beverage,North,791.87,482.93,308.94
2023-11-18,Home Goods,South,907.62,412.21,495.41
2023-04-11,Home Goods,West,358.65,241.11,117.54
2023-07-16,Electronics,North,388.42,266.58,121.84
2023-03-24,Clothing,North,966.71,681.97,284.74
2023-08-15,Electronics,South,797.09,431.18,365.91
2023-05-25,Clothing,North,265.44,140.87,124.57
2023-02-20,Books,East,688.56,374.34,314.22
2023-11-10,Electronics,East,649.53,346.86,302.67
2023-06-14,Electronics,North,571.04,454.42,116.62
2023-09-29,Books,West,473.42,310.72,162.7
2023-02-12,Books,South,288.23,222.97,65.26
2023-08-28,Home Goods,North,137.86,93.54,44.32
2023-07-28,Home Goods,South,815.7,509.44,306.26
2023-03-12,Clothing,East,22.68,13.72,8.96
2023-01-10,Home Goods,North,561.9,385.89,176.01
2023-05-08,Food & Beverage,North,658.07,488.46,169.61
2023-12-10,Food & Beverage,North,992.33,418.06,574.27
2023-11-17,Electronics,South,416.69,181.87,234.82
2023-05-18,Home Goods,West,152.63,112.31,40.32
2023-03-21,Clothing,West,302.2,185.5,116.7
2023-09-27,Books,North,255.5,107.65,147.85
2023-02-05,Food & Beverage,South,416.76,235.5,181.26
2023-07-26,Electronics,West,712.68,361.3,351.38
2023-09-08,Food & Beverage,North,598.43,450.45,147.98
2023-03-20,Home Goods,South,701.6,472.31,229.29
2023-07-18,Food & Beverage,North,744.7,535.84,208.86
2023-05-01,Food & Beverage,North,106.15,60.52,45.63
2023-08-13,Electronics,South,895.84,451.96,443.88
2023-10-16,Home Goods,West,724.07,538.89,185.18
2023-07-21,Clothing,North,959.05,466.29,492.76
2023-03-24,Electronics,South,895.47,521.76,373.71
2023-05-04,Clothing,West,807.1,601.4,205.7
2023-09-23,Clothing,South,251.13,108.7,142.43
2023-05-02,Books,South,357.27,198.64,158.63
2023-02-17,Electronics,North,881.09,681.86,199.23
2023-01-14,Food & Beverage,South,278.67,130.82,147.85
2023-12-03,Clothing,West,858.95,364.6,494.35
2023-01-07,Books,West,167.94,106.27,61.67
2023-03-17,Electronics,North,830.78,435.86,394.92
2023-04-04,Electronics,West,364.6,249.87,114.73
2023-08-14,Clothing,West,410.66,223.71,186.95
2023-08-24,Food & Beverage,East,975.34,512.75,462.59
2023-06-16,Food & Beverage,North,315.99,138.37,177.62
2023-05-13,Electronics,West,453.93,222.09,231.84
2023-03-18,Electronics,North,158.75,85.25,73.5
2023-07-05,Books,West,660.78,351.55,309.23
2023-02-12,Clothing,North,614.27,262.1,352.17
2023-06-23,Books,North,17.9,12.2,5.7
2023-07-23,Electronics,West,132.04,56.18,75.86
2023-08-23,Food & Beverage,North,951.26,679.37,271.89
2023-07-07,Home Goods,South,595.04,344.05,250.99
2023-11-05,Home Goods,West,717.44,495.31,222.13
2023-01-16,Electronics,South,980.35,708.44,271.91
2023-04-04,Home Goods,South,808.67,379.53,429.14
2023-12-20,Clothing,West,704.49,405.13,299.36
2023-04-30,Books,South,170.06,106.2,63.86
2023-08-11,Electronics,East,778.9,559.1,219.8
2023-08-20,Clothing,North,680.74,432.42,248.32
2023-06-01,Clothing,North,996.66,531.61,465.05
2023-02-19,Home Goods,South,647.44,282.5,364.94
2023-09-10,Food & Beverage,East,353.95,181.39,172.56
2023-06-29,Books,West,54.88,26.5,28.38
2023-02-20,Home Goods,West,254.77,196.68,58.09
2023-03-18,Electronics,North,90.23,70.91,19.32
2023-06-09,Food & Beverage,West,836.15,501.45,334.7
2023-09-29,Clothing,East,307.84,224.61,83.23
2023-06-18,Books,West,231.58,181.19,50.39
2023-07-03,Electronics,North,435.93,179.74,256.19
2023-06-04,Electronics,West,609.31,394.37,214.94
2023-05-15,Home Goods,West,685.4,476.12,209.28
2023-06-12,Home Goods,South,64.93,36.21,28.72
2023-10-27,Home Goods,West,117.57,58.98,58.59
2023-06-06,Home Goods,North,273.38,118.66,154.72
2023-06-19,Books,West,227.41,113.19,114.22
2023-01-07,Books,North,327.33,194.46,132.87
2023-07-17,Electronics,North,430.39,308.29,122.1
2023-10-07,Books,West,612.14,335.44,276.7
2023-06-20,Electronics,North,840.03,614.28,225.75
2023-06-25,Food & Beverage,South,454.2,288.47,165.73
2023-06-10,Food & Beverage,South,196.85,115.76,81.09
2023-01-06,Electronics,East,738.29,480.01,258.28
2023-04-27,Food & Beverage,North,513.51,209.4,304.11
2023-12-11,Clothing,North,973.45,493.25,480.2
2023-08-24,Clothing,South,446.27,315.61,130.66
2023-02-18,Electronics,South,150.4,60.54,89.86
2023-06-04,Electronics,West,233.47,93.6,139.87
2023-10-04,Electronics,North,115.45,79.29,36.16
2023-04-20,Clothing,North,236.96,133.0,103.96
2023-11-17,Books,East,293.87,142.23,151.64
2023-03-16,Home Goods,North,132.69,71.71,60.98
2023-08-21,Clothing,South,472.66,328.08,144.58
2023-11-20,Home Goods,North,304.51,126.13,178.38
2023-06-16,Food & Beverage,West,750.67,383.72,366.95
2023-08-30,Clothing,East,503.3,364.43,138.87
2023-09-30,Books,South,415.62,250.07,165.55
2023-05-07,Food & Beverage,South,255.17,186.18,68.99
2023-05-03,Food & Beverage,West,859.05,633.33,225.72
2023-05-29,Electronics,East,532.45,407.13,125.32
2023-09-15,Food & Beverage,North,163.21,70.82,92.39
2023-08-04,Books,North,782.31,407.4,374.91
2023-06-29,Clothing,East,214.42,143.61,70.81
2023-05-01,Clothing,West,513.43,206.94,306.49
2023-04-01,Food & Beverage,East,300.59,231.77,68.82
2023-12-20,Home Goods,South,920.39,458.71,461.68
2023-10-26,Clothing,West,258.06,192.24,65.82
2023-04-21,Books,West,558.93,414.83,144.1
2023-11-28,Books,North,18.51,10.88,7.63
2023-10-20,Clothing,South,720.69,320.87,399.82
2023-07-13,Books,East,181.11,86.73,94.38
2023-12-06,Food & Beverage,West,394.92,286.59,108.33
2023-05-07,Home Goods,North,723.77,355.96,367.81
2023-06-30,Clothing,West,146.81,94.12,52.69
2023-08-16,Electronics,East,658.09,304.22,353.87
2023-05-16,Clothing,West,805.94,416.4,389.54
2023-09-19,Home Goods,North,672.75,515.28,157.47
2023-04-12,Electronics,West,942.74,562.76,379.98
2023-12-24,Clothing,West,829.22,588.6,240.62
2023-01-12,Home Goods,West,604.39,445.18,159.21
2023-03-10,Clothing,North,823.55,562.06,261.49
2023-05-19,Home Goods,South,902.14,568.63,333.51
2023-05-05,Clothing,East,565.76,257.72,308.04
2023-09-27,Home Goods,North,472.24,264.37,207.87
2023-11-11,Food & Beverage,North,902.3,549.21,353.09
2023-12-18,Books,East,726.81,297.81,429.0
2023-08-19,Books,West,328.23,262.19,66.04
2023-09-20,Food & Beverage,West,164.42,83.89,80.53
2023-05-20,Food & Beverage,South,827.64,397.8,429.84
2023-06-28,Food & Beverage,North,965.05,738.1,226.95
2023-07-05,Home Goods,North,787.04,445.26,341.78
2023-09-07,Clothing,East,315.4,137.19,178.21
2023-01-29,Food & Beverage,West,890.4,591.4,299.0
2023-06-16,Food & Beverage,North,656.46,304.38,352.08
2023-10-21,Clothing,South,119.89,79.12,40.77
2023-05-11,Clothing,North,426.1,199.28,226.82
2023-03-26,Clothing,East,905.99,642.9,263.09
2023-08-22,Books,East,897.0,595.14,301.86
2023-12-08,Clothing,South,342.58,142.2,200.38
2023-06-18,Books,East,658.5,348.24,310.26
2023-10-14,Food & Beverage,West,463.5,231.72,231.78
2023-01-27,Home Goods,East,321.86,177.18,144.68
2023-02-24,Clothing,North,592.84,466.66,126.18
2023-05-04,Food & Beverage,East,833.77,492.93,340.84
2023-05-13,Electronics,South,543.75,264.39,279.36
2023-01-23,Clothing,South,272.19,123.43,148.76
2023-02-25,Food & Beverage,South,232.41,95.8,136.61
2023-05-02,Clothing,South,671.8,334.92,336.88
2023-10-07,Home Goods,South,216.36,105.46,110.9
2023-12-17,Electronics,East,345.05,266.32,78.73
2023-12-30,Clothing,West,715.54,500.35,215.19
2023-03-17,Home Goods,South,910.03,669.01,241.02
2023-09-16,Electronics,North,737.57,464.38,273.19
2023-05-24,Books,West,245.08,175.32,69.76
2023-04-18,Clothing,West,45.54,32.06,13.48
2023-09-19,Food & Beverage,North,440.11,229.61,210.5
2023-03-28,Food & Beverage,East,387.27,233.76,153.51
2023-05-03,Food & Beverage,North,41.79,25.7,16.09
2023-11-01,Electronics,East,154.58,104.62,49.96
2023-07-03,Electronics,North,679.06,313.81,365.25
2023-01-04,Home Goods,North,890.76,383.28,507.48
2023-12-08,Home Goods,East,291.45,206.72,84.73
2023-10-14,Books,South,942.56,395.71,546.85
2023-02-06,Electronics,West,895.05,435.3,459.75
2023-03-11,Food & Beverage,West,943.96,449.85,494.11
2023-11-01,Food & Beverage,North,913.88,608.91,304.97
2023-11-05,Clothing,North,858.43,565.65,292.78
2023-12-15,Food & Beverage,South,311.37,201.01,110.36
2023-09-05,Books,East,466.42,205.07,261.35
2023-08-03,Books,North,331.05,259.26,71.79
2023-06-07,Home Goods,South,906.4,549.46,356.94
2023-09-22,Electronics,North,480.32,290.24,190.08
2023-09-27,Electronics,West,202.21,104.46,97.75
2023-10-29,Electronics,South,413.06,207.05,206.01
2023-09-10,Books,West,476.74,336.45,140.29
2023-01-13,Clothing,South,678.15,485.0,193.15
2023-08-11,Home Goods,East,549.55,428.12,121.43
2023-12-23,Electronics,East,869.06,620.33,248.73
2023-03-23,Electronics,West,790.55,323.93,466.62
2023-06-07,Food & Beverage,South,640.25,440.12,200.13
2023-07-08,Home Goods,East,364.97,285.85,79.12
2023-03-22,Books,East,30.34,22.97,7.37
2023-09-18,Electronics,South,98.65,74.52,24.13
2023-07-06,Books,South,367.61,230.25,137.36
2023-10-02,Books,East,874.3,456.5,417.8
2023-05-09,Books,East,858.15,597.2,260.95
2023-08-21,Clothing,North,446.57,282.32,164.25
2023-08-18,Food & Beverage,North,297.87,163.68,134.19
2023-09-09,Electronics,West,309.72,225.31,84.41
2023-03-19,Electronics,South,695.41,512.57,182.84
2023-02-18,Electronics,West,318.25,248.83,69.42
2023-02-02,Food & Beverage,South,727.31,485.53,241.78
2023-08-21,Electronics,North,894.19,425.19,469.0
2023-10-13,Food & Beverage,South,726.32,310.64,415.68
2023-04-20,Clothing,North,223.51,151.28,72.23
2023-03-01,Electronics,South,883.59,695.11,188.48
2023-07-15,Clothing,East,115.3,76.33,38.97
2023-06-10,Electronics,North,51.4,34.22,17.18
2023-03-30,Clothing,West,905.72,684.81,220.91
2023-06-16,Home Goods,East,670.3,395.82,274.48
2023-04-20,Clothing,North,87.3,57.13,30.17
2023-03-27,Food & Beverage,South,210.15,145.74,64.41
2023-09-28,Electronics,North,948.75,633.41,315.34
2023-09-28,Food & Beverage,South,568.35,374.33,194.02
2023-01-23,Food & Beverage,South,431.6,234.32,197.28
2023-05-26,Books,West,797.98,332.55,465.43
2023-11-14,Food & Beverage,South,923.31,374.71,548.6
2023-10-27,Books,North,138.5,83.79,54.71
2023-08-31,Books,South,203.59,143.11,60.48
2023-06-17,Electronics,West,116.75,63.6,53.15
2023-11-30,Food & Beverage,East,336.03,208.01,128.02
2023-11-27,Home Goods,North,759.79,500.94,258.85
2023-12-02,Electronics,North,845.18,672.88,172.3
2023-07-26,Food & Beverage,South,561.99,295.05,266.94
2023-02-01,Books,North,288.5,195.14,93.36
2023-06-04,Food & Beverage,South,882.84,619.74,263.1
2023-11-09,Food & Beverage,North,288.52,152.52,136.0
2023-06-01,Home Goods,East,283.91,116.07,167.84
2023-04-30,Food & Beverage,West,759.52,399.64,359.88
2023-05-10,Food & Beverage,North,944.91,513.8,431.11
2023-05-22,Clothing,North,502.15,392.85,109.3
2023-11-16,Home Goods,West,826.6,586.56,240.04
2023-08-02,Home Goods,West,972.07,740.32,231.75
2023-07-13,Books,East,969.2,731.73,237.47
2023-01-27,Food & Beverage,East,529.49,294.15,235.34
2023-06-01,Food & Beverage,South,667.54,455.07,212.47
2023-10-15,Clothing,East,264.76,169.55,95.21
2023-08-24,Home Goods,South,706.91,298.84,408.07
2023-02-18,Food & Beverage,North,13.06,7.1,5.96
2023-01-19,Books,East,380.27,212.9,167.37
2023-06-15,Food & Beverage,South,618.87,275.63,343.24
2023-11-01,Books,South,953.8,551.06,402.74
2023-12-16,Books,West,712.65,558.79,153.86
2023-12-24,Clothing,West,699.42,485.57,213.85
2023-09-12,Books,West,76.95,37.54,39.41
2023-03-16,Home Goods,North,451.34,280.65,170.69
2023-06-04,Clothing,West,298.58,207.84,90.74
2023-07-21,Electronics,South,484.65,344.08,140.57
2023-06-30,Home Goods,West,796.05,581.24,214.81
2023-07-30,Electronics,South,43.58,18.78,24.8
2023-02-21,Food & Beverage,South,148.13,115.97,32.16
2023-07-25,Home Goods,South,338.77,238.07,100.7
2023-02-13,Books,West,281.87,187.05,94.82
2023-04-10,Electronics,East,647.34,486.43,160.91
2023-06-27,Food & Beverage,West,806.38,452.83,353.55
2023-06-14,Books,East,60.6,47.1,13.5
2023-04-25,Clothing,South,650.4,325.26,325.14
2023-03-01,Home Goods,North,271.05,127.93,143.12
2023-12-29,Food & Beverage,South,464.97,290.09,174.88
2023-01-17,Electronics,South,211.39,135.78,75.61
2023-12-10,Clothing,West,919.92,728.83,191.09
2023-09-26,Clothing,West,171.56,89.64,81.92
2023-09-27,Books,East,432.57,301.71,130.86
2023-10-04,Food & Beverage,West,505.81,290.54,215.27
2023-05-29,Clothing,South,578.88,449.99,128.89
2023-06-25,Clothing,North,661.53,281.25,380.28
2023-06-24,Clothing,West,703.89,528.65,175.24
2023-01-17,Home Goods,South,727.43,292.97,434.46
2023-08-12,Books,North,848.86,612.99,235.87
2023-01-05,Electronics,South,253.49,112.41,141.08
2023-06-22,Clothing,East,761.3,416.3,345.0
2023-09-07,Books,East,523.79,308.34,215.45
2023-03-03,Food & Beverage,East,578.3,251.68,326.62
2023-10-02,Home Goods,East,371.93,258.99,112.94
2023-01-14,Electronics,West,703.4,533.26,170.14
2023-06-27,Books,South,578.58,240.03,338.55
2023-08-06,Clothing,South,739.3,516.13,223.17
2023-12-23,Home Goods,North,303.65,215.13,88.52
2023-10-24,Books,South,144.83,61.13,83.7
2023-02-25,Clothing,South,684.28,512.59,171.69
2023-03-21,Clothing,South,522.46,341.67,180.79
2023-01-02,Books,South,923.27,513.02,410.25
2023-03-28,Books,West,551.75,297.56,254.19
2023-06-09,Food & Beverage,North,665.61,285.9,379.71
2023-03-09,Food & Beverage,West,631.73,400.9,230.83
2023-06-02,Electronics,South,918.56,368.82,549.74
2023-04-23,Clothing,West,30.61,12.75,17.86
2023-02-19,Clothing,North,29.61,15.13,14.48
2023-01-12,Home Goods,South,69.6,53.47,16.13
2023-12-27,Clothing,East,536.71,388.5,148.21
2023-07-11,Electronics,West,992.09,399.96,592.13
2023-08-22,Books,North,830.49,552.37,278.12
2023-03-03,Home Goods,East,469.94,344.12,125.82
2023-07-12,Books,North,829.17,385.91,443.26
2023-10-03,Books,West,798.16,525.0,273.16
2023-01-13,Clothing,South,837.04,474.55,362.49
2023-06-24,Home Goods,West,257.18,123.08,134.1
2023-06-13,Books,West,132.35,62.24,70.11
2023-09-05,Home Goods,West,873.44,500.3,373.14
2023-05-15,Electronics,West,959.79,704.34,255.45
2023-11-27,Food & Beverage,North,643.98,367.82,276.16
2023-12-05,Books,North,714.1,552.82,161.28
2023-12-26,Food & Beverage,South,862.15,598.47,263.68
2023-12-28,Clothing,North,784.7,576.45,208.25
2023-04-10,Electronics,East,424.67,215.84,208.83
2023-04-24,Food & Beverage,North,234.49,105.13,129.36
2023-01-26,Home Goods,South,862.69,354.43,508.26
2023-12-28,Electronics,East,41.68,17.12,24.56
2023-10-28,Food & Beverage,East,875.77,571.88,303.89
2023-05-15,Food & Beverage,East,241.72,191.68,50.04
2023-10-18,Clothing,West,866.06,407.92,458.14
2023-06-18,Home Goods,North,636.27,394.62,241.65
2023-04-09,Home Goods,North,465.56,251.29,214.27
2023-10-15,Clothing,East,169.76,128.72,41.04
2023-11-21,Clothing,East,626.74,361.13,265.61
2023-04-26,Electronics,North,927.47,697.81,229.66
2023-12-03,Books,North,933.6,396.47,537.13
2023-03-09,Home Goods,West,947.03,643.84,303.19
2023-03-12,Clothing,East,713.32,357.37,355.95
2023-12-12,Books,South,474.6,193.35,281.25
2023-03-30,Clothing,South,17.67,13.18,4.49
2023-05-07,Electronics,South,883.86,408.87,474.99
2023-01-08,Electronics,West,349.68,210.16,139.52
2023-02-22,Home Goods,North,973.8,639.3,334.5
2023-09-02,Electronics,South,992.05,695.47,296.58
2023-08-24,Food & Beverage,South,354.96,192.74,162.22
2023-10-22,Electronics,West,978.61,408.56,570.05
2023-06-15,Home Goods,South,991.78,496.92,494.86
2023-07-12,Clothing,North,201.34,107.1,94.24
2023-09-25,Food & Beverage,East,172.59,79.65,92.94
2023-06-23,Books,South,552.02,288.06,263.96
2023-11-17,Books,East,43.9,35.11,8.79
2023-12-19,Home Goods,North,23.37,13.84,9.53
2023-07-30,Books,North,466.45,319.57,146.88
2023-05-27,Home Goods,West,862.86,497.36,365.5
2023-10-30,Clothing,West,599.35,373.34,226.01
2023-11-19,Electronics,East,568.37,366.11,202.26
2023-05-29,Clothing,North,75.58,42.95,32.63
2023-03-20,Clothing,North,156.14,104.51,51.63
2023-06-06,Books,East,310.73,236.05,74.68
2023-06-23,Food & Beverage,North,868.68,500.36,368.32
2023-10-08,Clothing,West,953.47,550.84,402.63
2023-09-29,Home Goods,North,577.85,363.78,214.07
2023-12-30,Clothing,East,58.63,45.93,12.7
2023-08-14,Books,South,364.08,162.26,201.82
2023-10-16,Clothing,South,447.83,288.22,159.61
2023-04-14,Electronics,North,22.97,17.11,5.86
2023-09-30,Home Goods,South,423.08,335.98,87.1
2023-11-07,Books,West,195.79,149.94,45.85
2023-03-12,Electronics,West,975.3,547.28,428.02
2023-09-11,Electronics,South,804.75,640.74,164.01
2023-06-27,Clothing,West,322.64,195.96,126.68
2023-02-08,Food & Beverage,West,548.79,247.93,300.86
2023-02-26,Books,South,783.26,460.19,323.07
2023-06-14,Home Goods,East,307.8,164.21,143.59
2023-06-06,Clothing,North,55.02,24.67,30.35
2023-09-08,Food & Beverage,North,473.25,269.98,203.27
2023-01-25,Clothing,West,602.85,433.19,169.66
2023-11-10,Clothing,North,384.94,217.15,167.79
2023-11-02,Clothing,South,917.2,603.81,313.39
2023-05-07,Home Goods,West,723.88,491.9,231.98
2023-04-09,Clothing,West,953.7,732.32,221.38
2023-03-11,Food & Beverage,East,228.54,104.71,123.83
2023-06-09,Food & Beverage,South,97.91,78.11,19.8
2023-11-22,Food & Beverage,East,164.34,65.74,98.6
2023-03-16,Electronics,South,345.52,220.61,124.91
2023-09-23,Home Goods,East,203.92,131.04,72.88
2023-12-30,Books,East,476.33,260.33,216.0
2023-05-20,Clothing,West,324.2,139.63,184.57
2023-06-13,Food & Beverage,West,234.36,106.86,127.5
2023-09-20,Home Goods,West,556.89,395.74,161.15
2023-08-11,Home Goods,North,819.59,427.05,392.54
2023-04-12,Books,South,738.59,387.98,350.61
2023-01-03,Electronics,North,566.33,263.86,302.47
2023-11-03,Home Goods,North,632.93,454.58,178.35
2023-10-13,Books,South,921.64,410.1,511.54
2023-12-22,Electronics,North,391.48,224.5,166.98
2023-12-21,Food & Beverage,West,215.75,134.52,81.23
2023-10-06,Food & Beverage,West,842.51,537.63,304.88
2023-01-19,Food & Beverage,North,215.88,131.06,84.82
2023-01-02,Books,East,274.58,195.01,79.57
2023-06-22,Electronics,West,665.4,505.86,159.54
2023-11-13,Books,South,75.77,48.24,27.53
2023-05-31,Electronics,West,182.08,91.76,90.32
2023-04-22,Food & Beverage,East,701.11,428.25,272.86
2023-06-11,Clothing,North,632.31,300.21,332.1
2023-04-22,Clothing,West,347.49,246.72,100.77
2023-03-02,Food & Beverage,North,319.75,200.92,118.83
2023-03-09,Food & Beverage,North,222.79,133.85,88.94
2023-03-18,Electronics,West,453.37,312.76,140.61
2023-06-18,Food & Beverage,East,59.34,24.16,35.18
2023-04-17,Electronics,West,708.01,549.87,158.14
2023-09-14,Books,East,991.58,683.96,307.62
2023-02-11,Home Goods,North,705.85,414.11,291.74
2023-04-04,Books,East,504.28,207.67,296.61
